,,,,,,,,,,,,,,,,,
,,Open,Linear,,,,,,,,,,,,,,
,,Airport Infiltration Unlock,4 Final Showdown Tickets,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Locations,,,,,,,,,,,,,,,
Coin Address,Coin PopTracker Group,Name,Option Availability,Needed Moves (AND),Needed Moves (OR),Notes for Moves,Needed Gadgets (AND),Needed Gadgets (OR),Notes for Gadgets,Needed Misc. (AND),Accessible With Glitch,Needed Moves for Glitch (AND),Needed Moves for Glitch (OR),Notes for Moves,Needed Gadgets for Glitch (AND),Needed Gadgets for Glitch (OR),Notes for Gadgets
0x0C7498,Starting Room,Airport Infiltration - Starting Room - Near Start #1 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C74E8,Starting Room,Airport Infiltration - Starting Room - Near Start #2 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C74F8,Starting Room,Airport Infiltration - Starting Room - Between Snakes - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7508,Starting Room,Airport Infiltration - Starting Room - Suitcase on Floor - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C3472,Starting Room,Airport Infiltration - Starting Room - Gunman #1 - Coin,Coinsanity,,"Laser, Spin, Stomp",Any 1 of OR,,,,,,,,,,,
0x0C350A,Starting Room,Airport Infiltration - Starting Room - Gunman #2 - Coin,Coinsanity,,"Laser, Spin, Stomp",Any 1 of OR,,,,,,,,,,,
0x0C35A2,Starting Room,Airport Infiltration - Starting Room - Gunman #3 - Coin,Coinsanity,,"Laser, Spin, Stomp",Any 1 of OR,,,,,,,,,,,
0x0C376A,Starting Room,Airport Infiltration - Starting Room - Snake #1 - Coin,Coinsanity,,"Laser, Spin, Stomp",Any 1 of OR,,,,,,,,,,,
0x0C36D2,Starting Room,Airport Infiltration - Starting Room - Snake #2 - Coin,Coinsanity,,"Laser, Spin, Stomp",Any 1 of OR,,,,,,,,,,,
0x0C363A,Starting Room,Airport Infiltration - Starting Room - Snake #3 - Coin,Coinsanity,,"Laser, Spin, Stomp",Any 1 of OR,,,,,,,,,,,
0x0C7518,Starting Room,Airport Infiltration - Starting Room - 1st Conveyor Belt - Coin,Coinsanity,Stomp,,,,,,,,,,,,,
0x0C3802,Starting Room,Airport Infiltration - Starting Room - Vulture - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C389A,Conveyor Belt Room,Airport Infiltration - C.Belt Room - Vulture #1 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C39CA,Conveyor Belt Room,Airport Infiltration - C.Belt Room - Snake - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C3932,Conveyor Belt Room,Airport Infiltration - C.Belt Room - Gunman #1 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C3B92,Conveyor Belt Room,Airport Infiltration - C.Belt Room - Gunman #2 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C3C2A,Conveyor Belt Room,Airport Infiltration - C.Belt Room - Gunman #3 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C3FBA,Airplane Room,Airport Infiltration - Airplane Room - Gunman #1 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C3F22,Airplane Room,Airport Infiltration - Airplane Room - Gunman #2 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C3E8A,Airplane Room,Airport Infiltration - Airplane Room - Gunman #3 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C3A62,Luggage Room,Airport Infiltration - Luggage Room - Vulture #1 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
0x0C3AFA,Luggage Room,Airport Infiltration - Luggage Room - Vulture #2 - Coin,Coinsanity,"Stomp, Double Jump, Pole Vault",,,,,,,Hard,"Double Jump, Stomp",,,,,
