,,,,,,,,,,,,,,,,,
,,Open,Linear,,,,,,,,,,,,,,
,,Andy's Neighborhood Unlock,"Nothing, Available on Start",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Locations,,,,,,,,,,,,,,,
Coin Address,Coin PopTracker Group,Name,Option Availability,Needed Moves (AND),Needed Moves (OR),Notes for Moves,Needed Gadgets (AND),Needed Gadgets (OR),Notes for Gadgets,Needed Misc. (AND),Accessible With Glitch,Needed Moves for Glitch (AND),Needed Moves for Glitch (OR),Notes for Moves,Needed Gadgets for Glitch (AND),Needed Gadgets for Glitch (OR),Notes for Gadgets
0x0C7628,Lawnmower Yard,Andy's Neighborhood - Lawnmower Yard - In Yard #1 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7638,Lawnmower Yard,Andy's Neighborhood - Lawnmower Yard - In Yard #2 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7658,Lawnmower Yard,Andy's Neighborhood - Lawnmower Yard - In Yard #3 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7648,Lawnmower Yard,Andy's Neighborhood - Lawnmower Yard - In Yard #4 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7618,Lawnmower Yard,Andy's Neighborhood - Lawnmower Yard - In Yard #5 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7608,Lawnmower Yard,Andy's Neighborhood - Lawnmower Yard - Exit #1 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C75F8,Lawnmower Yard,Andy's Neighborhood - Lawnmower Yard - Exit #2 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C75E8,Lawnmower Yard,Andy's Neighborhood - Lawnmower Yard - Exit #3 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7688,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #1 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7678,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #2 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7668,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #3 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7718,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #4 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7708,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #5 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C76F8,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #6 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C76E8,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #7 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C76D8,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #8 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C76C8,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #9 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C76B8,Central Hub,Andy's Neighborhood - Central Hub - Racetrack #10 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
