,,Level Unlock,,,,,,,,,,,,,,,
,,Open,Linear,,,,,,,,,,,,,,
,,Alleys and Gullies Unlock,1 Final Showdown Ticket,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Locations,,,,,,,,,,,,,,,
Coin Address,Coin PopTracker Group,Name,Option Availability,Needed Moves (AND),Needed Moves (OR),Notes for Moves,Needed Gadgets (AND),Needed Gadgets (OR),Notes for Gadgets,Needed Misc. (AND),Accessible With Glitch,Needed Moves for Glitch (AND),Needed Moves for Glitch (OR),Notes for Moves,Needed Gadgets for Glitch (AND),Needed Gadgets for Glitch (OR),Notes for Gadgets
0x0C78C8,Central Hub,Alleys and Gullies - Central Hub - Stream #1 (Pipe Near Rex) - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C78B8,Central Hub,Alleys and Gullies - Central Hub - Stream #2 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C78A8,Central Hub,Alleys and Gullies - Central Hub - Stream #3 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7898,Central Hub,Alleys and Gullies - Central Hub - Stream #4 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7888,Central Hub,Alleys and Gullies - Central Hub - Stream #5 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7878,Central Hub,Alleys and Gullies - Central Hub - Stream #6 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7868,Central Hub,Alleys and Gullies - Central Hub - Stream #7 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7858,Central Hub,Alleys and Gullies - Central Hub - Stream #8 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7848,Central Hub,Alleys and Gullies - Central Hub - Stream #9 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C7838,Central Hub,Alleys and Gullies - Central Hub - Stream #10 - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
