,,Level Unlock,,,,,,,,,,,,,,,
,,Open,Linear,,,,,,,,,,,,,,
,,Tarmac Trouble Unlock,4 Final Showdown Tickets,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,Locations,,,,,,,,,,,,,,,
Coin Address,Coin PopTracker Group,Name,Option Availability,Needed Moves (AND),Needed Moves (OR),Notes for Moves,Needed Gadgets (AND),Needed Gadgets (OR),Notes for Gadgets,Needed Misc. (AND),Accessible With Glitch,Needed Moves for Glitch (AND),Needed Moves for Glitch (OR),Notes for Moves,Needed Gadgets for Glitch (AND),Needed Gadgets for Glitch (OR),Notes for Gadgets
0x0C7488,Zone 2,Tarmac Trouble - Zone 2 - Rex Cart - Coin,Coinsanity,"Double Jump, Ledge Grab",,,,,,,Easy,,,No requirements,,,
0x0C7478,Zone 2,Tarmac Trouble - Zone 2 - Rex-less Cart - Coin,Coinsanity,"Double Jump, Ledge Grab",,,,,,,Easy,,,No requirements,,,
0x0C7698,Zone 4,Tarmac Trouble - Zone 4 - At Start - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C76A8,Zone 4,Tarmac Trouble - Zone 4 - Middle - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C76B8,Zone 4,Tarmac Trouble - Zone 4 - By Luggage - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C74B8,Zone 4,Tarmac Trouble - Plane Road - #1 (Zone 4) - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C74C8,Zone 4,Tarmac Trouble - Plane Road - #2 (Zone 4) - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C74D8,Zone 4,Tarmac Trouble - Plane Road - #3 (Zone 4) - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
0x0C74E8,Zone 5,Tarmac Trouble - Plane Road - #4 (Zone 5) - Coin,Coinsanity,,,No requirements,,,,,,,,,,,
